,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Cx_lon,Cy_lat
3273,48,387,950500,6,1500000US483879505006,483879505006,6,BG,292878561,3899213,-95.0519801,33.56542813
14360,48,387,950500,7,1500000US483879505007,483879505007,7,BG,39530547,262220,-95.07972413,33.57068975
6,48,387,950600,1,1500000US483879506001,483879506001,1,BG,514804981,10401652,-63.21749158,22.25405601
4782,48,387,950600,2,1500000US483879506002,483879506002,2,BG,2541314,0,-95.22067256,33.46820846
15113,48,387,950600,3,1500000US483879506003,483879506003,3,BG,17379051,199688,-95.19592278,33.48836682
3808,48,387,950700,1,1500000US483879507001,483879507001,1,BG,528169843,6577381,-95.14930704,33.83464495
6529,48,387,950700,2,1500000US483879507002,483879507002,2,BG,209794034,965953,-95.22169648,33.66402604
6788,48,387,950700,3,1500000US483879507003,483879507003,3,BG,55227954,0,-95.26970871,33.66268312
871,48,389,950100,1,1500000US483899501001,483899501001,1,BG,4748582247,14998716,-69.8460524,21.04234234
9957,48,389,950200,1,1500000US483899502001,483899502001,1,BG,1908491,0,-103.5015964,31.43046575
2269,48,389,950200,2,1500000US483899502002,483899502002,2,BG,765939,0,-103.4861143,31.42704781
15600,48,389,950200,3,1500000US483899502003,483899502003,3,BG,1047671,0,-103.4965459,31.42221307
9958,48,389,950300,1,1500000US483899503001,483899503001,1,BG,593568,0,-103.4867814,31.42000579
4897,48,389,950300,2,1500000US483899503002,483899503002,2,BG,2098185,0,-103.5092973,31.4189739
11538,48,389,950400,1,1500000US483899504001,483899504001,1,BG,1995306,0,-103.5077338,31.39792852
12313,48,389,950400,2,1500000US483899504002,483899504002,2,BG,1566485,0,-103.5135528,31.41062748
6713,48,389,950400,3,1500000US483899504003,483899504003,3,BG,2706405,0,-103.4940469,31.40630268
2276,48,389,950400,4,1500000US483899504004,483899504004,4,BG,906102,0,-103.5074063,31.40686283
14440,48,389,950500,1,1500000US483899505001,483899505001,1,BG,2063363909,2397965,-103.6447889,31.03381495
8244,48,391,950200,1,1500000US483919502001,483919502001,1,BG,470379791,5626153,-97.24347847,28.41313759
3276,48,391,950200,2,1500000US483919502002,483919502002,2,BG,2300682,0,-97.27383984,28.31436112
11780,48,391,950200,3,1500000US483919502003,483919502003,3,BG,2025965,0,-97.27961346,28.30657718
784,48,391,950200,4,1500000US483919502004,483919502004,4,BG,2107921,0,-97.27046445,28.29633231
3465,48,391,950400,1,1500000US483919504001,483919504001,1,BG,482898805,39205055,-65.17065966,18.86515773
401,48,391,950400,2,1500000US483919504002,483919504002,2,BG,1034261017,78856405,-97.04438527,28.34980248
12165,48,391,950400,3,1500000US483919504003,483919504003,3,BG,803638,0,-97.32777248,28.23814406
4307,48,391,950400,4,1500000US483919504004,483919504004,4,BG,767740,0,-97.32017878,28.23759019
1626,48,393,950100,1,1500000US483939501001,483939501001,1,BG,2393298446,346846,-100.8135704,35.8384243
4628,48,395,960100,1,1500000US483959601001,483959601001,1,BG,332302092,5853388,-96.65573038,31.12514096
13728,48,395,960100,2,1500000US483959601002,483959601002,2,BG,36270339,7601,-96.68079937,31.15760311
7134,48,395,960200,1,1500000US483959602001,483959602001,1,BG,164169985,559877,-96.63808859,31.02214871
11261,48,395,960200,2,1500000US483959602002,483959602002,2,BG,71506315,797580,-96.71025913,30.94625716
2965,48,395,960300,1,1500000US483959603001,483959603001,1,BG,516566643,10773308,-96.431335,31.18294662
5838,48,395,960300,2,1500000US483959603002,483959603002,2,BG,65853777,70009,-96.47349663,31.01414921
12045,48,395,960300,3,1500000US483959603003,483959603003,3,BG,268232779,3649751,-96.33614974,31.04354772
12235,48,395,960400,1,1500000US483959604001,483959604001,1,BG,354051025,631218,-96.45331455,30.92123323
11266,48,395,960400,2,1500000US483959604002,483959604002,2,BG,125973422,2040706,-96.58376105,30.79752948
15595,48,395,960400,3,1500000US483959604003,483959604003,3,BG,112219110,229319,-96.51008061,30.77072806
13729,48,395,960500,1,1500000US483959605001,483959605001,1,BG,67272270,147795,-96.58600969,30.9268843
11267,48,395,960500,2,1500000US483959605002,483959605002,2,BG,73767860,1412173,-96.64895536,30.88457966
5603,48,395,960500,3,1500000US483959605003,483959605003,3,BG,8307535,180437,-96.58839351,30.85907182
11268,48,395,960500,4,1500000US483959605004,483959605004,4,BG,18226168,4880,-96.55400019,30.87128794
12434,48,397,040101,1,1500000US483970401011,483970401011,1,BG,2913314,1427940,-96.48192423,32.94657518
3868,48,397,040101,2,1500000US483970401012,483970401012,2,BG,2557770,2729338,-96.48005773,32.93414458
8465,48,397,040102,1,1500000US483970401021,483970401021,1,BG,5435639,11904263,-96.49990681,32.95803808
5058,48,397,040102,2,1500000US483970401022,483970401022,2,BG,2874787,2021453,-96.48079871,32.95871977
8473,48,397,040200,1,1500000US483970402001,483970402001,1,BG,14726724,236929,-96.44172637,32.96055278
14675,48,397,040200,2,1500000US483970402002,483970402002,2,BG,3691511,392854,-96.44882715,32.94484521
2459,48,397,040301,1,1500000US483970403011,483970403011,1,BG,647142,0,-96.51340578,32.91545846
15241,48,397,040301,2,1500000US483970403012,483970403012,2,BG,331680,0,-96.51586777,32.90821145
4460,48,397,040301,3,1500000US483970403013,483970403013,3,BG,2275693,7813968,-96.50360182,32.90136209
2458,48,397,040302,1,1500000US483970403021,483970403021,1,BG,10815458,104893,-96.43602868,32.9217368
12681,48,397,040302,2,1500000US483970403022,483970403022,2,BG,807782,0,-96.45724675,32.92633457
4319,48,397,040302,3,1500000US483970403023,483970403023,3,BG,1352434,2130896,-96.47468779,32.92261988
8467,48,397,040302,4,1500000US483970403024,483970403024,4,BG,2031243,4004761,-96.47759917,32.90605998
10307,48,397,040302,5,1500000US483970403025,483970403025,5,BG,1885310,21455,-96.45893384,32.90809277
5730,48,397,040401,1,1500000US483970404011,483970404011,1,BG,33621169,232774,-96.31966776,32.94081724
8484,48,397,040401,2,1500000US483970404012,483970404012,2,BG,27167885,262220,-96.36687303,32.91894076
7198,48,397,040402,1,1500000US483970404021,483970404021,1,BG,7187581,111817,-96.33939454,32.97313685
8469,48,397,040402,2,1500000US483970404022,483970404022,2,BG,33755866,560761,-96.39435731,32.95780722
14850,48,397,040503,1,1500000US483970405031,483970405031,1,BG,5438670,109649,-96.44151401,32.88056963
1658,48,397,040503,2,1500000US483970405032,483970405032,2,BG,1578191,0,-96.46446571,32.89244957
12110,48,397,040503,3,1500000US483970405033,483970405033,3,BG,2624464,172634,-96.45231322,32.89558566
12590,48,397,040504,1,1500000US483970405041,483970405041,1,BG,10146061,9566770,-96.49602653,32.83271233
7072,48,397,040504,2,1500000US483970405042,483970405042,2,BG,2594377,9462579,-96.49635011,32.87002459
8468,48,397,040504,3,1500000US483970405043,483970405043,3,BG,2134129,24041,-96.47875925,32.88477025
1659,48,397,040505,1,1500000US483970405051,483970405051,1,BG,4396449,30875,-96.42685045,32.89418763
8475,48,397,040505,2,1500000US483970405052,483970405052,2,BG,44971188,669640,-96.32551832,32.86238413
1660,48,397,040505,3,1500000US483970405053,483970405053,3,BG,1075659,0,-96.4396971,32.90309321
3869,48,397,040505,4,1500000US483970405054,483970405054,4,BG,27258906,239439,-96.38944246,32.88358961
6117,48,397,040506,1,1500000US483970405061,483970405061,1,BG,11408267,231694,-96.46515618,32.86255219
5375,48,397,040506,2,1500000US483970405062,483970405062,2,BG,61499784,1613126,-96.40250524,32.83668561
6703,48,399,950100,1,1500000US483999501001,483999501001,1,BG,499892174,3332567,-99.84032125,31.97749108
12683,48,399,950100,2,1500000US483999501002,483999501002,2,BG,710855949,928069,-100.0975333,31.96236967
375,48,399,950200,1,1500000US483999502001,483999502001,1,BG,1563422,0,-99.96840598,31.96423275
13219,48,399,950200,2,1500000US483999502002,483999502002,2,BG,2813896,0,-99.95185941,31.96205833
8381,48,399,950200,3,1500000US483999502003,483999502003,3,BG,5672538,0,-99.97495224,31.95028787
5360,48,399,950500,1,1500000US483999505001,483999505001,1,BG,337917793,2120754,-99.96728445,31.63685186
5693,48,399,950500,2,1500000US483999505002,483999505002,2,BG,278139869,39222,-100.1712015,31.67764183
14411,48,399,950600,1,1500000US483999506001,483999506001,1,BG,2647146,0,-99.94566783,31.73769071
11961,48,399,950600,2,1500000US483999506002,483999506002,2,BG,5180576,5205,-99.96895366,31.75786218
1628,48,399,950600,3,1500000US483999506003,483999506003,3,BG,4122963,0,-99.97045819,31.73560965
8380,48,399,950600,4,1500000US483999506004,483999506004,4,BG,1691169,0,-99.96991569,31.74819981
3990,48,399,950600,5,1500000US483999506005,483999506005,5,BG,871436535,9504267,548.2291705,-174.5981235
6673,48,401,950100,1,1500000US484019501001,484019501001,1,BG,119167497,8215029,-94.55698894,32.33002623
8425,48,401,950100,2,1500000US484019501002,484019501002,2,BG,24236677,5719234,-94.6457953,32.35140289
5546,48,401,950100,3,1500000US484019501003,484019501003,3,BG,105401392,2632353,-94.65855096,32.29066754
8426,48,401,950100,4,1500000US484019501004,484019501004,4,BG,8036438,0,-94.52440626,32.32430856
5238,48,401,950200,1,1500000US484019502001,484019502001,1,BG,44536839,3139659,-94.7483885,32.3362469
11784,48,401,950200,2,1500000US484019502002,484019502002,2,BG,33656135,0,-94.85972919,32.30927041
9972,48,401,950300,1,1500000US484019503001,484019503001,1,BG,56428519,77776,-94.92182125,32.345647
3256,48,401,950300,2,1500000US484019503002,484019503002,2,BG,2564362,0,-94.86603809,32.36533832
11582,48,401,950300,3,1500000US484019503003,484019503003,3,BG,4899833,0,-94.88657957,32.35777944
5864,48,401,950300,4,1500000US484019503004,484019503004,4,BG,42158691,23735,-94.80741471,32.34733309
14439,48,401,950400,1,1500000US484019504001,484019504001,1,BG,75536105,0,-94.89620207,32.27074732
8424,48,401,950400,2,1500000US484019504002,484019504002,2,BG,39681016,33848,-94.93459733,32.26014291
1635,48,401,950400,3,1500000US484019504003,484019504003,3,BG,10609240,0,-94.97221132,32.28948221
5186,48,401,950400,4,1500000US484019504004,484019504004,4,BG,5405131,0,-94.97334582,32.26188149
5270,48,401,950501,1,1500000US484019505011,484019505011,1,BG,52938337,99942,-94.86333385,32.10459714
9986,48,401,950501,2,1500000US484019505012,484019505012,2,BG,170062777,250036,-94.73423772,32.2006411
10207,48,401,950501,3,1500000US484019505013,484019505013,3,BG,82315518,97189,-94.80072837,32.07385442
5978,48,401,950502,1,1500000US484019505021,484019505021,1,BG,33235103,319664,-94.89157636,32.17271458
13596,48,401,950502,2,1500000US484019505022,484019505022,2,BG,68159796,0,-94.80034026,32.25751152
8415,48,401,950502,3,1500000US484019505023,484019505023,3,BG,28455857,136959,-94.85694102,32.19279545
13221,48,401,950600,1,1500000US484019506001,484019506001,1,BG,152613989,240388,-94.68330263,32.04742429
9985,48,401,950600,2,1500000US484019506002,484019506002,2,BG,162788882,11759052,-94.63400114,32.16127292
13209,48,401,950700,1,1500000US484019507001,484019507001,1,BG,11456597,43773,-94.79779324,32.18425126
5843,48,401,950700,2,1500000US484019507002,484019507002,2,BG,1370475,16345,-94.798283,32.16249996
6642,48,401,950700,3,1500000US484019507003,484019507003,3,BG,4565168,73289,-94.77678947,32.1592624
8417,48,401,950800,1,1500000US484019508001,484019508001,1,BG,4265764,97733,-94.81467426,32.16377398
12316,48,401,950800,2,1500000US484019508002,484019508002,2,BG,3556074,0,-94.82934066,32.15800189
7377,48,401,950800,3,1500000US484019508003,484019508003,3,BG,2325611,0,-94.82548477,32.1438793
11971,48,401,950800,4,1500000US484019508004,484019508004,4,BG,1876154,0,-94.80884335,32.14621754
4471,48,401,950900,1,1500000US484019509001,484019509001,1,BG,972079,0,-94.79174213,32.15506833
11725,48,401,950900,2,1500000US484019509002,484019509002,2,BG,3285940,0,-94.79138522,32.14370773
11514,48,401,950900,3,1500000US484019509003,484019509003,3,BG,1767899,0,-94.81238479,32.13459847
8416,48,401,950900,4,1500000US484019509004,484019509004,4,BG,2038512,0,-94.80458646,32.12804717
7126,48,401,951000,1,1500000US484019510001,484019510001,1,BG,71628327,20516,-94.95468053,32.17852626
7159,48,401,951000,2,1500000US484019510002,484019510002,2,BG,95639047,450842,-94.93935301,32.08450892
8241,48,401,951100,1,1500000US484019511001,484019511001,1,BG,135304625,416105,-94.79676532,31.99974578
6856,48,401,951100,2,1500000US484019511002,484019511002,2,BG,182375765,2234636,-94.9356223,31.94070685
8234,48,401,951100,3,1500000US484019511003,484019511003,3,BG,199399502,130513,-94.82134213,31.91089162
8423,48,401,951200,1,1500000US484019512001,484019512001,1,BG,111345587,321847,-94.601478,31.95286953
8233,48,401,951200,2,1500000US484019512002,484019512002,2,BG,99998180,110754,-94.69446087,31.88980125
13210,48,401,951200,3,1500000US484019512003,484019512003,3,BG,137185038,555980,-94.55939153,31.88357691
8195,48,403,950100,1,1500000US484039501001,484039501001,1,BG,185431960,19837504,-93.88801823,31.53641118
14070,48,403,950100,2,1500000US484039501002,484039501002,2,BG,188106855,44007699,-93.83697733,31.44879203
12401,48,403,950200,1,1500000US484039502001,484039502001,1,BG,124510633,0,-93.97364407,31.38904174
8196,48,403,950200,2,1500000US484039502002,484039502002,2,BG,97711380,31660,-93.98436858,31.30341592
8198,48,403,950200,3,1500000US484039502003,484039502003,3,BG,130125636,22679031,-93.97457764,31.20082894
12512,48,403,950300,1,1500000US484039503001,484039503001,1,BG,41484716,27888,-93.87262352,31.35899574
13128,48,403,950300,2,1500000US484039503002,484039503002,2,BG,273980304,63284464,-93.78578838,31.22568284
5277,48,403,950300,3,1500000US484039503003,484039503003,3,BG,13150819,0,-93.84924088,31.3250706
10022,48,403,950300,4,1500000US484039503004,484039503004,4,BG,61823933,24090739,-93.73786788,31.3832067
8194,48,403,950300,5,1500000US484039503005,484039503005,5,BG,156413530,46760731,-93.75456738,31.30065332
76,48,405,950100,1,1500000US484059501001,484059501001,1,BG,273496054,279919,-94.20019216,31.59061243
3026,48,405,950100,2,1500000US484059501002,484059501002,2,BG,264429726,3103675,-94.22899502,31.46498791
14539,48,405,950100,3,1500000US484059501003,484059501003,3,BG,202180950,739587,-94.05763965,31.4779781
2586,48,405,950200,1,1500000US484059502001,484059502001,1,BG,7907266,0,-94.10103902,31.54696775
6937,48,405,950200,2,1500000US484059502002,484059502002,2,BG,10486001,77487,-94.13357254,31.54439114
5708,48,405,950200,3,1500000US484059502003,484059502003,3,BG,15803872,317949,-94.12327143,31.51514998
15134,48,405,950300,1,1500000US484059503001,484059503001,1,BG,348933641,35098599,-94.1894492,31.33014394
10523,48,405,950300,2,1500000US484059503002,484059503002,2,BG,251157671,120027471,-94.14349144,31.20525671
13895,48,407,200101,1,1500000US484072001011,484072001011,1,BG,8268208,22206,-95.00573355,30.49188249
11323,48,407,200101,2,1500000US484072001012,484072001012,2,BG,191552361,5411633,-94.95731313,30.52231914
7243,48,407,200101,3,1500000US484072001013,484072001013,3,BG,54598742,347888,-94.99787636,30.44878159
11304,48,407,200102,1,1500000US484072001021,484072001021,1,BG,139795256,428968,-95.27218219,30.5997846
13894,48,407,200102,2,1500000US484072001022,484072001022,2,BG,108848779,1079990,-95.26708866,30.51731692
11305,48,407,200102,3,1500000US484072001023,484072001023,3,BG,196387129,499404,-95.25526097,30.42892444
11322,48,407,200102,4,1500000US484072001024,484072001024,4,BG,103147328,448356,-95.15838175,30.44876229
2963,48,407,200102,5,1500000US484072001025,484072001025,5,BG,111731046,301450,-95.07586239,30.45396529
11303,48,407,200200,1,1500000US484072002001,484072002001,1,BG,65797642,6515006,-95.17169411,30.6261134
14494,48,407,200200,2,1500000US484072002002,484072002002,2,BG,45382952,45660907,-95.05707662,30.61824306
11278,48,407,200200,3,1500000US484072002003,484072002003,3,BG,105849101,286030,-95.12917093,30.54982965
4887,48,407,200300,1,1500000US484072003001,484072003001,1,BG,28450879,13312771,-95.19100946,30.7745117
10051,48,407,200300,2,1500000US484072003002,484072003002,2,BG,119016496,52255128,-95.20747554,30.69860152
14704,48,407,200300,3,1500000US484072003003,484072003003,3,BG,125653261,386964,-95.29555066,30.75731887
10052,48,407,200300,4,1500000US484072003004,484072003004,4,BG,69853082,24992535,-95.26366678,30.84837499
10096,48,409,010201,1,1500000US484090102011,484090102011,1,BG,3874431,0,-97.16690755,27.89373077
13327,48,409,010201,2,1500000US484090102012,484090102012,2,BG,3079354,388194,-97.14827679,27.89273235
2447,48,409,010201,3,1500000US484090102013,484090102013,3,BG,1341992,0,-97.14926109,27.90393263
10201,48,409,010202,1,1500000US484090102021,484090102021,1,BG,2199358,0,-97.15266623,27.91765285
5724,48,409,010202,2,1500000US484090102022,484090102022,2,BG,8332763,0,-97.17369918,27.91617928
10095,48,409,010202,3,1500000US484090102023,484090102023,3,BG,2392680,0,-97.16083899,27.90698708
160,48,409,010301,1,1500000US484090103011,484090103011,1,BG,6909274,0,-97.18673766,27.88470632
5825,48,409,010301,2,1500000US484090103012,484090103012,2,BG,1249788,0,-97.20404371,27.87498884
12194,48,409,010301,3,1500000US484090103013,484090103013,3,BG,20159128,0,-97.20986143,27.90814573
10181,48,409,010302,1,1500000US484090103021,484090103021,1,BG,15622047,1642556,-65.61278319,18.78221663
6700,48,409,010302,2,1500000US484090103022,484090103022,2,BG,10218078,0,-97.20375456,27.85305636
2279,48,409,010302,3,1500000US484090103023,484090103023,3,BG,4322751,0,-97.22521064,27.85893651
4326,48,409,010500,1,1500000US484090105001,484090105001,1,BG,13607010,0,-97.2887128,27.93628681
15663,48,409,010500,2,1500000US484090105002,484090105002,2,BG,1694395,0,-97.29982697,27.92207075
12035,48,409,010601,1,1500000US484090106011,484090106011,1,BG,3897982,173125,-97.3475887,27.88189298
434,48,409,010601,2,1500000US484090106012,484090106012,2,BG,2918411,0,-97.34300237,27.89131634
2448,48,409,010601,3,1500000US484090106013,484090106013,3,BG,630637,0,-97.32654156,27.88329407
15297,48,409,010601,4,1500000US484090106014,484090106014,4,BG,538304,0,-97.32197768,27.88348175
2278,48,409,010602,1,1500000US484090106021,484090106021,1,BG,2269308,0,-97.3173945,27.89403766
15443,48,409,010602,2,1500000US484090106022,484090106022,2,BG,5927087,0,-97.34025023,27.90278261
5701,48,409,010603,1,1500000US484090106031,484090106031,1,BG,3486660,0,-97.30304738,27.88536313
7207,48,409,010604,1,1500000US484090106041,484090106041,1,BG,757977,0,-97.31375764,27.87993562
3689,48,409,010604,2,1500000US484090106042,484090106042,2,BG,3014737,296964,-97.33027705,27.86810259
5719,48,409,010700,1,1500000US484090107001,484090107001,1,BG,422621173,4408956,-97.32954152,28.02747679
10179,48,409,010700,2,1500000US484090107002,484090107002,2,BG,218769728,678813,-64.623959,18.4989427
14845,48,409,010800,1,1500000US484090108001,484090108001,1,BG,6487543,0,-97.39032399,27.99164356
10200,48,409,010800,2,1500000US484090108002,484090108002,2,BG,7013593,0,-97.37152698,27.98416355
2446,48,409,010800,3,1500000US484090108003,484090108003,3,BG,1176878,0,-97.4065419,27.97688498
6404,48,409,010800,4,1500000US484090108004,484090108004,4,BG,2633475,0,-97.39644269,27.96996076
10180,48,409,010900,1,1500000US484090109001,484090109001,1,BG,243747392,25039,-97.56861814,28.10088784
13326,48,409,010900,2,1500000US484090109002,484090109002,2,BG,147487335,0,-97.61938713,28.01245785
10058,48,409,010900,3,1500000US484090109003,484090109003,3,BG,187638780,9087374,-97.57045535,27.93067524
7081,48,409,011000,1,1500000US484090110001,484090110001,1,BG,10886055,0,-97.491023,28.01851951
14599,48,409,011000,2,1500000US484090110002,484090110002,2,BG,10082126,0,-97.47510264,28.03879513
13607,48,409,011000,3,1500000US484090110003,484090110003,3,BG,2207076,0,-97.51981362,28.03465041
10199,48,409,011000,4,1500000US484090110004,484090110004,4,BG,6062670,0,-97.51256508,28.01665694
12347,48,409,011100,1,1500000US484090111001,484090111001,1,BG,2853356,0,-97.58253694,27.95395338
7247,48,409,011100,2,1500000US484090111002,484090111002,2,BG,2105648,0,-97.59542009,27.94775014
11686,48,409,011100,3,1500000US484090111003,484090111003,3,BG,4112068,0,-97.58331773,27.93735303
13325,48,409,011200,1,1500000US484090112001,484090112001,1,BG,161329327,3102903,-97.7661001,28.12071587
11507,48,409,011200,2,1500000US484090112002,484090112002,2,BG,32986339,17115224,-97.86387184,28.07494278
10030,48,409,011200,3,1500000US484090112003,484090112003,3,BG,178872366,586256,-97.73383642,27.9756858
7251,48,409,011300,1,1500000US484090113001,484090113001,1,BG,13601297,0,-97.81463162,28.06779058
13927,48,409,011300,2,1500000US484090113002,484090113002,2,BG,8993470,46087,-97.81429414,28.10645526
3309,48,409,011300,3,1500000US484090113003,484090113003,3,BG,5879098,25897,-97.84310791,28.09354463
11123,48,411,950100,1,1500000US484119501001,484119501001,1,BG,6232894,0,-98.73828422,31.20413328
12758,48,411,950100,2,1500000US484119501002,484119501002,2,BG,1020307,0,-98.72980626,31.19369155
8409,48,411,950100,3,1500000US484119501003,484119501003,3,BG,21754713,0,-98.69633354,31.20111026
2896,48,411,950200,1,1500000US484119502001,484119502001,1,BG,1438567897,4064589,-98.91198167,31.26005436
2895,48,411,950200,2,1500000US484119502002,484119502002,2,BG,1472871367,4004515,-98.72736172,31.05164274
9955,48,413,950300,1,1500000US484139503001,484139503001,1,BG,3355430782,87401,-65.66562276,20.16869881
9956,48,413,950300,2,1500000US484139503002,484139503002,2,BG,16019964,0,-100.6136754,30.86542027
4051,48,413,950300,3,1500000US484139503003,484139503003,3,BG,23095325,0,-100.5865462,30.84751002
12361,48,415,950100,1,1500000US484159501001,484159501001,1,BG,889344991,1329248,-100.8379436,32.85303563
10061,48,415,950100,2,1500000US484159501002,484159501002,2,BG,7839068,5689,-100.9034712,32.73047239
5585,48,415,950100,3,1500000US484159501003,484159501003,3,BG,12659822,3828,-100.9366758,32.73183197
10060,48,415,950200,1,1500000US484159502001,484159502001,1,BG,826991632,3207841,-101.0780694,32.72348771
958,48,415,950300,1,1500000US484159503001,484159503001,1,BG,762631,0,-100.9255833,32.7146707
14446,48,415,950300,2,1500000US484159503002,484159503002,2,BG,14746755,27990,-100.9461559,32.70112655
3621,48,415,950300,3,1500000US484159503003,484159503003,3,BG,1462698,0,-100.923287,32.70827208
2898,48,415,950300,4,1500000US484159503004,484159503004,4,BG,1028108,14668,-100.9246937,32.70062726
11095,48,415,950300,5,1500000US484159503005,484159503005,5,BG,3811786,19790,-100.9113113,32.69100062
11096,48,415,950600,1,1500000US484159506001,484159506001,1,BG,335394799,202302,-100.74028,32.6254322
10031,48,415,950600,2,1500000US484159506002,484159506002,2,BG,241382821,598336,-100.8935013,32.60563826
13919,48,415,950600,3,1500000US484159506003,484159506003,3,BG,1706600,2979,-100.9092642,32.71130158
14769,48,415,950600,4,1500000US484159506004,484159506004,4,BG,7054019,24287,-100.8910497,32.69626308
2897,48,415,950600,5,1500000US484159506005,484159506005,5,BG,904759,0,-100.896006,32.71134715
5174,48,417,950300,1,1500000US484179503001,484179503001,1,BG,22796051,45830,-99.270957,32.73481721
11225,48,417,950300,2,1500000US484179503002,484179503002,2,BG,9555833,0,-99.31164568,32.74130995
11224,48,417,950300,3,1500000US484179503003,484179503003,3,BG,5784003,0,-99.31279611,32.72150734
6053,48,417,950300,4,1500000US484179503004,484179503004,4,BG,2329853369,3222379,-65.10488658,21.48305512
10930,48,419,950100,1,1500000US484199501001,484199501001,1,BG,18180060,694233,-94.03993491,31.96468398
14156,48,419,950100,2,1500000US484199501002,484199501002,2,BG,118629137,30813615,-93.9939474,31.89296288
10923,48,419,950100,3,1500000US484199501003,484199501003,3,BG,147553697,311397,-94.14979671,31.93602533
11602,48,419,950100,4,1500000US484199501004,484199501004,4,BG,74578856,283773,-94.27948928,31.93845641
11683,48,419,950200,1,1500000US484199502001,484199502001,1,BG,84850266,241821,-94.33368034,31.88933663
10924,48,419,950200,2,1500000US484199502002,484199502002,2,BG,129605073,565221,-94.43161891,31.9367257
11769,48,419,950200,3,1500000US484199502003,484199502003,3,BG,173709962,1945750,-94.38835009,31.79642813
15432,48,419,950300,1,1500000US484199503001,484199503001,1,BG,156787905,4353011,-94.08916659,31.82607385
10062,48,419,950300,2,1500000US484199503002,484199503002,2,BG,71190562,188287,-94.21049255,31.86242506
10932,48,419,950300,3,1500000US484199503003,484199503003,3,BG,100569942,109573,-94.27432719,31.80746943
13788,48,419,950400,1,1500000US484199504001,484199504001,1,BG,7445798,52467,-94.19418732,31.78050799
14197,48,419,950400,2,1500000US484199504002,484199504002,2,BG,7597353,28020,-94.15676446,31.80291466
6868,48,419,950400,3,1500000US484199504003,484199504003,3,BG,12879644,25156,-94.16017591,31.77441174
14753,48,419,950400,4,1500000US484199504004,484199504004,4,BG,9244977,29026,-94.19406593,31.81101413
12359,48,419,950400,5,1500000US484199504005,484199504005,5,BG,2928942,0,-94.17940712,31.77963235
10931,48,419,950500,1,1500000US484199505001,484199505001,1,BG,214292290,581309,-94.15845702,31.68952088
13789,48,419,950500,2,1500000US484199505002,484199505002,2,BG,168295419,1866649,-94.30011129,31.70427381
10922,48,419,950600,1,1500000US484199506001,484199506001,1,BG,202364033,48767882,-93.90040772,31.74743083
10896,48,419,950600,2,1500000US484199506002,484199506002,2,BG,148213801,1029745,-94.02368267,31.74813988
12761,48,419,950600,3,1500000US484199506003,484199506003,3,BG,211648450,9194739,-93.9542439,31.63283889
8237,48,421,950200,1,1500000US484219502001,484219502001,1,BG,2387879166,428754,-66.793189,23.8225958
8429,48,421,950200,2,1500000US484219502002,484219502002,2,BG,2772023,0,-102.0705199,36.33478774
4196,48,423,000100,1,1500000US484230001001,484230001001,1,BG,1346676,0,-95.33726391,32.373318
6947,48,423,000100,2,1500000US484230001002,484230001002,2,BG,592375,0,-95.3302634,32.36601746
14105,48,423,000100,3,1500000US484230001003,484230001003,3,BG,883291,0,-95.32089473,32.36476502
2996,48,423,000100,4,1500000US484230001004,484230001004,4,BG,883872,0,-95.32924002,32.35048917
9903,48,423,000100,5,1500000US484230001005,484230001005,5,BG,2995075,30199,-95.33666318,32.35477408
11329,48,423,000201,1,1500000US484230002011,484230002011,1,BG,1186600,0,-95.30330818,32.37705956
11337,48,423,000201,2,1500000US484230002012,484230002012,2,BG,684168,0,-95.31098508,32.37378065
3383,48,423,000201,3,1500000US484230002013,484230002013,3,BG,1279673,5684,-95.31624944,32.38176327
12744,48,423,000201,4,1500000US484230002014,484230002014,4,BG,1815258,3001,-95.32479035,32.37505632
11360,48,423,000202,1,1500000US484230002021,484230002021,1,BG,920084,0,-95.30644585,32.3641506
11361,48,423,000202,2,1500000US484230002022,484230002022,2,BG,681408,0,-95.31342488,32.36590114
12266,48,423,000300,1,1500000US484230003001,484230003001,1,BG,7930932,67818,-95.28785865,32.3796651
2281,48,423,000300,2,1500000US484230003002,484230003002,2,BG,555761,0,-95.29364709,32.36290047
3001,48,423,000300,3,1500000US484230003003,484230003003,3,BG,664881,0,-95.30052018,32.36506859
13758,48,423,000300,4,1500000US484230003004,484230003004,4,BG,360362,0,-95.29614072,32.3682302
726,48,423,000400,1,1500000US484230004001,484230004001,1,BG,902052,0,-95.31510905,32.35564027
236,48,423,000400,2,1500000US484230004002,484230004002,2,BG,1865040,0,-95.32136938,32.35041344
11363,48,423,000500,1,1500000US484230005001,484230005001,1,BG,1282321,0,-95.30389803,32.34874242
11362,48,423,000500,2,1500000US484230005002,484230005002,2,BG,1099792,0,-95.30048343,32.35343746
12443,48,423,000600,1,1500000US484230006001,484230006001,1,BG,4322656,22000,-95.27696137,32.35843124
3002,48,423,000600,2,1500000US484230006002,484230006002,2,BG,974595,0,-95.28919509,32.35114366
2280,48,423,000700,1,1500000US484230007001,484230007001,1,BG,1245757,0,-95.31765679,32.34059802
4638,48,423,000700,2,1500000US484230007002,484230007002,2,BG,4206759,1164,-95.33194412,32.32991042
